x,y,Truth,CPU,GPU
1.26074,-0.0449855,0,1,1
0.806671,-1.8255,0,0,0
1.06874,0.543495,1,1,1
-1.66681,0.604329,2,2,2
1.97681,1.87021,1,1,1
0.210652,-0.558502,0,0,0
-1.16168,0.736011,2,2,2
0.82095,-0.875626,0,0,0
-2.21727,0.494229,2,2,2
1.42025,0.81866,1,1,1
-1.23419,1.40256,2,2,2
-2.80068,0.905299,2,2,2
-2.13784,0.957232,2,2,2
1.28291,-1.30225,0,0,0
2.7238,-0.58829,1,1,1
-2.68322,0.258848,2,2,2
-2.26556,0.954341,2,2,2
0.670444,-0.213105,0,0,0
2.54468,0.765275,1,1,1
-0.992044,0.733918,2,2,2
1.50113,0.583019,0,1,1
-2.38594,1.34792,2,2,2
1.62807,0.596539,1,1,1
0.130994,0.350556,0,0,0
-2.32094,1.56604,2,2,2
2.95207,1.09617,1,1,1
-1.67898,1.591,2,2,2
2.65545,1.74528,1,1,1
-1.11629,1.88067,2,2,2
0.170241,1.0969,0,0,0
1.73417,1.04791,1,1,1
1.47019,0.830257,1,1,1
-1.52209,1.51664,2,2,2
3.3851,0.735237,1,1,1
2.46894,1.26186,1,1,1
-0.202301,-1.88688,0,0,0
0.590191,-0.2538,0,0,0
1.26552,1.63161,1,1,1
-1.33805,0.566007,0,2,2
-0.444067,0.746397,0,0,0
1.82609,1.7431,1,1,1
0.570607,2.64031,0,1,1
-1.64088,0.227328,2,2,2
1.47805,1.15028,1,1,1
0.890534,-1.51129,0,0,0
-1.66757,0.391051,2,2,2
-1.77263,0.85748,2,2,2
-2.34093,0.89005,2,2,2
2.28115,0.964994,1,1,1
2.23424,1.32617,1,1,1
-3.00432,2.35635,2,2,2
-1.79466,1.45802,2,2,2
-1.43985,0.98657,2,2,2
2.00425,1.12102,1,1,1
-1.97133,1.1201,2,2,2
1.36835,1.91237,0,1,1
2.80111,1.4219,1,1,1
0.455402,-0.586556,0,0,0
-1.86658,0.461654,2,2,2
1.07821,0.0608457,0,0,0
1.32463,1.11453,1,1,1
1.97559,0.947198,1,1,1
-2.65024,0.457543,2,2,2
-1.15075,-0.239004,0,0,0
-2.15656,1.18122,2,2,2
1.79011,0.667701,1,1,1
2.48322,1.32288,1,1,1
-1.5042,1.68044,2,2,2
1.61578,0.612971,1,1,1
2.71734,0.907518,0,1,1
-0.147138,-0.763384,0,0,0
2.63313,0.305465,1,1,1
-1.78071,1.34425,2,2,2
-2.36062,0.769117,2,2,2
-1.73545,1.43869,2,2,2
-2.09494,0.25837,2,2,2
-1.75664,0.865388,2,2,2
-2.23176,0.98866,2,2,2
-0.124307,0.968157,0,0,0
-2.35727,1.6141,2,2,2
-2.16788,1.42619,2,2,2
-2.37599,0.219796,2,2,2
-0.211246,0.914463,0,0,0
-1.63988,0.631859,0,2,2
2.62931,1.4834,1,1,1
-0.571777,-1.69792,0,0,0
-2.00631,1.30777,2,2,2
-1.80347,1.77015,2,2,2
-2.45688,-0.680407,0,2,2
2.50635,1.76255,1,1,1
-1.87791,0.978429,2,2,2
2.48032,1.26774,1,1,1
0.151656,-2.01393,0,0,0
2.66725,0.479473,1,1,1
-0.335647,0.1358,0,0,0
0.838906,-1.15783,0,0,0
2.08185,1.35247,1,1,1
-2.22963,-0.343843,0,2,2
2.20898,1.34164,1,1,1
1.40025,-0.38144,0,0,0
2.07422,1.75058,1,1,1
0.771766,-0.0193913,0,0,0
1.86265,2.007,1,1,1
-2.86741,0.849494,2,2,2
1.64762,1.21315,1,1,1
0.169958,1.13324,1,0,0
-1.764,0.410526,2,2,2
2.14765,1.31357,1,1,1
-1.74052,0.86309,2,2,2
-1.62863,1.05069,0,2,2
1.03976,1.25316,0,1,1
2.46137,1.74908,1,1,1
-2.89708,1.23057,2,2,2
2.15201,0.212108,1,1,1
2.22264,0.640067,1,1,1
2.21615,0.499469,1,1,1
-1.24442,0.828196,2,2,2
2.17095,0.472343,1,1,1
-0.988976,1.12726,2,2,2
0.743107,-0.436733,0,0,0
0.0690796,-1.08046,0,0,0
0.512482,-0.733632,0,0,0
-2.2713,1.05418,2,2,2
0.452946,-0.235888,0,0,0
-0.205848,0.975148,0,0,0
-0.301363,-1.9368,0,0,0
1.59678,1.0092,1,1,1
-2.19583,0.676951,2,2,2
-0.808337,1.3745,2,2,2
-2.72,1.40952,2,2,2
2.76778,-1.22942,0,1,1
-2.92139,1.16754,2,2,2
2.34372,1.03186,1,1,1
0.719329,0.819497,0,1,1
-1.80409,1.2909,2,2,2
-0.43605,0.649902,0,0,0
-1.43925,1.00032,2,2,2
2.23878,0.913944,1,1,1
-2.09453,0.966402,2,2,2
1.20228,1.03187,0,1,1
1.92143,1.20475,1,1,1
-1.99364,0.385495,2,2,2
1.53772,1.58539,1,1,1
2.33255,1.7202,1,1,1
0.193765,0.994031,0,0,0
2.69484,0.62568,1,1,1
-1.81419,1.57387,2,2,2
2.41355,0.447284,1,1,1
1.0146,0.988856,1,1,1
-2.41937,1.85261,2,2,2
1.52698,1.48311,1,1,1
-1.75561,-0.25119,2,2,2
1.61098,0.706487,1,1,1
0.534604,0.254732,0,0,0
2.49417,1.45906,1,1,1
-2.53178,0.7155,2,2,2
-2.07065,0.866289,2,2,2
-1.99201,0.404972,2,2,2
2.2093,0.880266,1,1,1
2.09698,1.07444,1,1,1
-0.858931,1.60879,2,2,2
-0.458703,0.27184,0,0,0
2.55277,1.71962,1,1,1
1.46816,1.08662,1,1,1
-1.24174,-0.525816,0,0,0
-1.57767,1.31662,2,2,2
1.14529,0.214599,0,1,1
-2.30197,1.68549,2,2,2
1.9092,0.582937,1,1,1
-1.89886,1.44325,2,2,2
1.86242,1.65799,1,1,1
1.75195,1.70046,1,1,1
0.785403,-0.699333,0,0,0
0.885713,1.18346,1,1,1
-0.31254,0.423959,0,0,0
-1.79168,-0.0721761,0,2,2
2.13124,1.688,1,1,1
0.509403,-2.25033,0,0,0
-0.796961,-1.23016,0,0,0
1.57228,0.794385,1,1,1
-1.0316,0.909304,2,2,2
-1.94267,0.0335053,2,2,2
0.0902138,-0.802272,0,0,0
1.90668,1.37593,1,1,1
0.334244,-1.32899,0,0,0
0.283743,0.736417,0,0,0
-1.80862,0.764138,2,2,2
-1.19112,-0.426699,0,0,0
1.8991,-1.20056,0,0,0
1.98032,1.14286,1,1,1
-1.4694,0.698088,0,2,2
1.98166,1.12962,1,1,1
-0.903731,1.14712,0,2,2
0.13316,-0.342466,0,0,0
-2.67382,0.257701,2,2,2
0.226999,1.14006,0,0,0
-1.7022,0.387457,2,2,2
2.00193,1.29609,1,1,1
2.29326,1.37415,1,1,1
1.26355,1.46477,1,1,1
-1.9823,1.05527,2,2,2
2.13376,-0.0914204,1,1,1
0.263035,-0.0371642,0,0,0
2.51336,0.994093,1,1,1
-1.68348,0.0665773,2,2,2
0.230592,2.07568,0,1,1
0.718533,0.969994,0,1,1
0.294401,1.66445,0,1,1
-1.23046,0.682282,2,2,2
-2.04653,1.2917,2,2,2
-0.771314,-0.512594,0,0,0
-1.33381,0.353475,0,2,2
2.62807,1.10762,1,1,1
1.74389,1.53513,1,1,1
1.99594,1.43247,1,1,1
-1.78975,0.82799,2,2,2
-1.43244,0.472758,2,2,2
2.08741,0.671684,1,1,1
-0.291559,-1.31366,0,0,0
2.69564,-0.227984,1,1,1
-0.375849,0.804232,0,0,0
-2.31044,1.95074,2,2,2
-1.08036,1.40593,0,2,2
-1.93785,1.72661,2,2,2
2.05399,0.72413,1,1,1
2.19605,1.16676,1,1,1
1.82678,1.36016,1,1,1
-1.65823,0.837885,0,2,2
2.3173,1.15926,1,1,1
-2.47912,0.377497,2,2,2
-2.72817,2.07457,2,2,2
-2.70335,0.70661,2,2,2
1.07856,-0.44192,0,0,0
-2.2454,1.72553,2,2,2
1.95966,0.82273,1,1,1
2.20924,0.863644,1,1,1
-2.39997,0.850018,2,2,2
-2.40168,1.28394,2,2,2
-2.52971,1.58491,2,2,2
-2.54238,1.50076,2,2,2
-0.595556,-1.56171,0,0,0
-1.73158,-0.129723,0,2,2
-0.624149,0.0847729,0,0,0
1.7372,1.05039,1,1,1
1.82921,0.900902,1,1,1
-0.965083,0.571786,2,2,2
-2.63542,1.13707,2,2,2
2.02449,0.0932284,0,1,1
-2.23987,2.12563,2,2,2
-2.12281,0.771199,2,2,2
-1.74826,0.383564,2,2,2
-1.67922,0.599674,2,2,2
1.1957,0.635518,1,1,1
1.48245,0.748139,1,1,1
-2.39333,0.686314,2,2,2
2.68967,1.14808,1,1,1
-1.66773,1.22036,2,2,2
2.53959,1.19435,1,1,1
-1.97399,1.2354,2,2,2
-0.108333,0.493047,0,0,0
2.69463,0.764153,1,1,1
2.31102,1.17517,1,1,1
-1.02383,1.45918,2,2,2
1.5802,0.135684,1,1,1
-2.01778,1.50928,2,2,2
-0.0894381,-0.507345,0,0,0
-0.509707,-0.82755,0,0,0
0.39159,1.79199,0,1,1
3.09182,0.921355,1,1,1
0.988429,0.519101,0,1,1
2.03395,1.17221,1,1,1
-0.879116,1.04021,2,2,2
-0.541109,-0.709773,0,0,0
0.860656,-1.44031,0,0,0
-1.41853,0.465423,2,2,2
1.20807,0.220134,0,1,1
1.53879,-0.444646,0,1,1
-2.0197,1.41063,2,2,2
1.70078,0.601519,1,1,1
2.20536,1.03519,1,1,1
0.0207452,0.845063,0,0,0
-1.4875,0.311182,2,2,2
-1.22272,1.40546,0,2,2
-2.38651,0.881054,2,2,2
1.91236,0.850289,1,1,1
-1.13732,-0.297658,0,0,0
-0.171426,-0.496128,0,0,0
-2.06996,0.87226,2,2,2
-1.5177,0.539394,2,2,2
-2.92878,0.434806,2,2,2
-1.01816,0.125187,0,0,0
0.936829,1.31696,1,1,1
1.60712,1.2304,1,1,1
-0.851862,1.49765,2,2,2
1.77453,1.30136,1,1,1
-2.0963,0.898506,2,2,2
1.8954,1.20781,1,1,1
-1.79473,1.32115,2,2,2
2.61313,1.35671,1,1,1
-2.42984,0.791639,2,2,2
-2.01922,1.10348,2,2,2
-1.63843,1.16982,2,2,2
-2.48367,0.96917,2,2,2
2.34788,1.20788,1,1,1
2.37407,0.0133778,1,1,1
-1.75129,0.315264,2,2,2
-1.10985,0.25393,0,2,2
0.754752,0.134392,0,0,0
2.02932,0.870576,1,1,1
1.35631,0.129307,1,1,1
-2.4675,0.533756,2,2,2
-2.28871,1.76281,2,2,2
0.796284,-0.939022,0,0,0
-2.51491,0.755382,2,2,2
1.49284,-0.110624,1,1,1
1.76315,1.99993,1,1,1
2.22116,0.955303,1,1,1
-0.97799,0.937951,0,2,2
-0.0392791,-0.267263,0,0,0
2.31431,1.2989,1,1,1
-0.879943,-0.38803,0,0,0
-1.40063,0.410882,2,2,2
1.95073,1.32697,1,1,1
2.61192,1.24703,1,1,1
-1.70946,-0.0553838,2,2,2
0.330423,-0.671117,0,0,0
2.2574,0.432868,1,1,1
1.97316,1.51425,1,1,1
-1.60021,1.62076,2,2,2
2.76211,0.812512,1,1,1
-2.29016,1.48202,2,2,2
-1.52526,1.32558,2,2,2
0.676502,-0.192813,0,0,0
-1.86157,0.914955,2,2,2
-2.75761,0.0829698,2,2,2
1.15875,0.533197,1,1,1
-1.35402,1.1103,2,2,2
0.448143,1.34184,0,1,1
-0.681067,0.843481,2,2,2
2.32664,0.40192,1,1,1
2.78723,1.32255,1,1,1
0.192275,0.555092,0,0,0
-1.77539,0.531386,2,2,2
2.1225,1.2422,1,1,1
0.319854,0.144874,0,0,0
-0.137187,0.61039,0,0,0
0.64316,1.1502,0,1,1
-1.58692,0.804818,2,2,2
2.0992,1.19138,1,1,1
2.64753,0.900136,1,1,1
1.44384,1.44338,1,1,1
-2.16682,1.30546,2,2,2
1.38393,1.29806,1,1,1
-1.09499,2.7627,0,2,2
-1.53025,0.719177,2,2,2
-2.13504,0.566539,2,2,2
1.97453,0.63875,1,1,1
-2.18917,1.57821,2,2,2
-2.3431,0.184112,2,2,2
-2.38462,1.37862,2,2,2
-1.53388,-1.41125,0,0,0
-2.26938,0.248518,2,2,2
0.78156,-0.835216,0,0,0
1.43224,1.56451,1,1,1
0.638072,-0.53752,0,0,0
-1.83782,0.789529,2,2,2
-2.47801,0.641636,2,2,2
1.86224,1.07759,1,1,1
2.36427,0.996856,1,1,1
2.53816,1.0399,1,1,1
1.85504,1.72083,1,1,1
-2.06757,1.79537,2,2,2
2.77836,1.69359,1,1,1
-0.32667,-1.1875,0,0,0
1.98488,1.71676,1,1,1
-0.943907,0.468912,2,2,2
-2.09077,0.884647,2,2,2
-2.23694,0.558156,2,2,2
-0.371555,0.760545,0,0,0
2.21402,0.316236,1,1,1
-2.24273,1.47765,2,2,2
2.39929,0.848871,1,1,1
3.11129,0.899146,1,1,1
2.25677,1.95559,1,1,1
1.92722,0.959027,1,1,1
1.71686,1.01103,1,1,1
0.15136,-0.490162,0,0,0
-2.35014,1.13553,2,2,2
-2.02153,1.49438,2,2,2
2.23145,1.37482,1,1,1
2.08047,0.433602,1,1,1
0.193327,-2.45414,0,0,0
-0.677218,0.46082,0,0,0
2.1472,1.19156,1,1,1
2.04941,1.36383,1,1,1
-2.55861,1.11379,2,2,2
1.90002,1.37322,1,1,1
-1.21113,0.109573,2,2,2
0.846439,-0.0848435,0,0,0
-1.513,0.0406327,0,2,2
-0.0742698,1.06247,0,0,0
1.48967,1.13169,1,1,1
-1.01907,2.67544,0,2,2
-0.913765,-0.960118,0,0,0
-2.48022,0.535371,2,2,2
-0.389915,-1.29429,0,0,0
-1.10366,-0.225693,0,0,0
0.238752,-0.486573,0,0,0
0.204948,0.911856,0,0,0
-2.26767,0.733157,2,2,2
1.92305,0.265013,1,1,1
-0.546948,-1.23837,0,0,0
0.594895,-1.58738,0,0,0
1.33635,0.472393,1,1,1
-2.34501,1.28906,2,2,2
-2.50226,0.40725,2,2,2
0.187144,-0.0161523,0,0,0
-2.00627,1.48859,2,2,2
-2.23002,1.13883,2,2,2
-1.86881,0.682232,2,2,2
1.74034,0.291898,1,1,1
2.09877,0.622614,1,1,1
-2.63195,1.06886,2,2,2
0.243813,0.414671,0,0,0
0.411207,0.17711,0,0,0
1.82924,1.37952,1,1,1
0.761837,0.250219,0,0,0
2.51325,-1.84907,0,1,1
1.92259,0.548728,1,1,1
-0.00742146,-0.0081851,0,0,0
0.144073,-0.0311074,0,0,0
-2.44102,0.0902224,2,2,2
-1.81544,1.52791,2,2,2
-1.39606,0.910532,2,2,2
-1.62375,1.26144,2,2,2
1.96117,0.894787,1,1,1
-0.666093,-0.485738,0,0,0
-0.220353,0.107445,0,0,0
0.852703,-1.00829,0,0,0
-1.84557,1.10983,2,2,2
0.0127803,1.33299,0,0,0
-0.0551173,1.09217,0,0,0
-1.72057,1.16953,2,2,2
-1.41458,0.154719,2,2,2
-2.63994,1.8772,2,2,2
2.08581,1.00882,1,1,1
-1.20562,1.44239,2,2,2
1.38724,1.1203,1,1,1
1.19392,1.28286,1,1,1
-2.36052,0.625526,2,2,2
1.72805,1.39934,1,1,1
1.16233,-2.57672,0,0,0
-2.04038,0.29884,2,2,2
-2.04258,1.17265,2,2,2
2.22153,0.51879,1,1,1
-2.16891,1.49843,2,2,2
2.3959,0.969192,1,1,1
1.63248,1.16511,1,1,1
-1.78846,1.09543,2,2,2
1.7581,0.60317,1,1,1
-0.549005,1.84641,2,2,2
0.954395,0.561961,1,1,1
-0.784657,1.58374,0,2,2
2.0656,0.797655,1,1,1
2.44542,1.08656,1,1,1
2.08752,1.38836,1,1,1
2.04254,0.759497,1,1,1
-2.26994,0.258164,2,2,2
-1.16513,0.718247,0,2,2
0.723354,-1.11515,0,0,0
-1.7456,1.06575,2,2,2
2.50075,0.853431,1,1,1
0.328548,0.122053,0,0,0
0.70254,-0.485773,0,0,0
-1.74306,1.41114,2,2,2
-0.535931,1.13626,2,2,2
2.23979,0.399264,0,1,1
2.32792,0.86166,1,1,1
2.54866,1.60465,1,1,1
-1.2097,-0.151553,0,0,0
-2.20551,0.831473,2,2,2
0.995711,-0.892773,0,0,0
-0.188499,1.53323,0,2,2
0.515561,-0.252366,0,0,0
0.802203,1.54781,1,1,1
-2.60568,1.09294,2,2,2
-2.17325,2.16579,0,2,2
2.52614,0.347752,1,1,1
-0.958828,0.630883,0,2,2
-1.32207,0.701203,2,2,2
0.517614,0.40013,0,0,0
-1.90201,1.56538,2,2,2
-2.76189,0.282109,2,2,2
0.206565,-1.02209,0,0,0
-0.702646,0.365418,0,0,0
-0.288934,-0.480798,0,0,0
-1.56867,0.248376,2,2,2
2.84868,1.24982,1,1,1
-2.63107,0.676262,2,2,2
-2.15365,1.25469,2,2,2
-1.95541,0.497921,2,2,2
-2.18433,0.81638,2,2,2
-1.56772,0.406788,0,2,2
-2.322,0.868717,2,2,2
-1.75177,0.140947,2,2,2
-1.39874,1.51584,2,2,2
2.35415,0.342893,1,1,1
1.69803,1.26139,1,1,1
-0.0216147,0.454252,0,0,0
-1.56998,0.423423,2,2,2
0.689152,2.67495,0,1,1
-0.479681,-0.254268,0,0,0
-1.24506,0.840329,2,2,2
-2.9314,1.00161,2,2,2
-0.882357,0.692088,2,2,2
0.510094,0.290257,0,0,0
0.903357,1.16305,0,1,1
2.50289,0.593863,1,1,1
-2.36323,1.56281,2,2,2
-0.834388,0.0626785,0,0,0
1.79228,1.14839,1,1,1
-2.72597,1.08686,2,2,2
3.32614,1.74655,1,1,1
1.70563,0.980896,1,1,1
1.90609,-1.03534,0,0,0
0.556709,0.612107,0,0,0
0.159025,1.24225,0,0,0
-1.67105,1.08866,2,2,2
1.6407,0.96176,1,1,1
-1.68042,-0.655245,0,2,2
2.12338,0.670598,1,1,1
2.21993,0.218107,1,1,1
-0.435512,-1.54828,0,0,0
2.30425,1.60472,1,1,1
2.44781,1.34864,1,1,1
1.74312,0.665872,0,1,1
1.38248,1.14953,1,1,1
1.82805,0.746154,1,1,1
1.12371,0.408888,0,1,1
1.1918,0.163736,1,1,1
2.34767,-0.0745285,1,1,1
2.68573,0.852353,1,1,1
-1.79951,-0.864647,0,2,2
-2.27637,1.20489,2,2,2
-1.48226,0.324108,2,2,2
0.636828,1.26214,0,1,1
-0.292411,2.01391,0,2,2
-0.297897,-0.755814,0,0,0
-2.8281,0.380413,2,2,2
2.08593,0.703471,1,1,1
-0.340161,0.00208886,0,0,0
-1.73325,0.387784,2,2,2
2.32578,0.732223,1,1,1
2.13416,0.959501,1,1,1
2.17519,0.149549,0,1,1
3.72179,0.141994,1,1,1
-1.74976,0.859255,2,2,2
-1.76897,1.47776,2,2,2
-2.09155,1.29933,2,2,2
-0.789467,-1.53453,0,0,0
-1.47171,0.162182,2,2,2
2.64162,1.27489,1,1,1
0.420019,-0.375147,0,0,0
1.82129,0.321429,1,1,1
1.3144,0.244435,1,1,1
-0.246621,-0.210355,0,0,0
0.950237,0.60911,1,1,1
0.781572,0.588923,1,1,1
-1.27158,0.484266,2,2,2
-1.68219,-0.205834,0,2,2
2.33605,0.760716,1,1,1
2.03487,0.964477,1,1,1
2.01451,0.757786,1,1,1
-1.79335,1.65537,2,2,2
0.592281,0.277907,0,0,0
-0.595985,-2.17139,0,0,0
1.54814,1.14726,1,1,1
-1.87534,0.771858,2,2,2
0.37342,0.731698,0,0,0
1.50257,0.480337,1,1,1
2.07627,0.918248,1,1,1
-1.71579,1.45789,2,2,2
-1.88237,1.73919,2,2,2
-1.1104,0.505007,0,2,2
-1.22527,-1.48021,0,0,0
-0.626244,0.209287,0,0,0
2.44289,0.998471,1,1,1
-0.598461,0.937907,0,2,2
2.95569,0.207981,1,1,1
2.28847,1.898,1,1,1
-1.94496,0.664907,2,2,2
-2.09934,1.76325,2,2,2
-1.029,0.73093,0,2,2
-1.75288,1.15437,2,2,2
-0.556749,1.37007,0,2,2
0.722746,1.97095,0,1,1
-2.08911,1.45669,2,2,2
2.08964,0.3123,1,1,1
0.426902,-0.0348674,0,0,0
1.11976,1.0398,0,1,1
0.495976,-1.50232,0,0,0
0.517321,-0.316716,0,0,0
-0.954386,-0.121611,0,0,0
-0.134481,-0.953116,0,0,0
1.41825,0.654947,1,1,1
2.08626,1.25583,1,1,1
2.21025,1.29708,1,1,1
0.564566,1.66176,0,1,1
0.123075,-0.717479,0,0,0
1.93749,0.955421,1,1,1
1.76538,-0.0523603,1,1,1
2.01543,1.34963,1,1,1
-2.48106,1.61255,2,2,2
-0.484729,-1.1715,0,0,0
1.66194,1.0239,1,1,1
0.718992,-0.530258,0,0,0
-2.02176,1.4199,2,2,2
1.95014,1.232,1,1,1
0.0205455,1.33925,0,0,0
2.82114,1.52374,1,1,1
1.05682,1.27176,1,1,1
2.20431,1.62125,1,1,1
-0.44348,0.284901,0,0,0
1.7079,0.984416,1,1,1
-2.64263,0.138367,2,2,2
-2.78584,1.74877,2,2,2
-1.16307,-2.84638,0,0,0
0.491644,-0.905556,0,0,0
-0.237376,-2.03358,0,0,0
-1.82969,1.59195,2,2,2
-1.70434,1.48565,2,2,2
2.17276,0.522648,1,1,1
-2.12885,0.679761,2,2,2
-2.05007,1.73657,2,2,2
2.11835,1.18353,1,1,1
-0.133904,1.67527,0,2,2
1.13023,0.523724,0,1,1
1.61817,1.86052,1,1,1
1.00238,-1.24264,0,0,0
-2.72724,0.850121,2,2,2
1.71829,0.0944996,1,1,1
2.34988,0.435825,1,1,1
1.01659,0.255677,0,1,1
1.4713,1.74282,1,1,1
2.32978,0.237149,1,1,1
-1.79688,0.143969,2,2,2
1.25428,-1.629,0,0,0
-0.0384529,-1.3102,0,0,0
2.37383,2.09827,1,1,1
0.91423,-0.0354301,0,0,0
0.230072,0.0739554,0,0,0
2.43052,0.954428,1,1,1
-2.60718,0.670806,2,2,2
1.50194,-1.17957,0,0,0
-3.09863,0.761474,2,2,2
-1.24463,1.16795,2,2,2
2.24497,0.728147,1,1,1
-0.956067,0.236261,2,0,0
1.88506,0.584028,1,1,1
1.40732,0.0210065,1,1,1
-0.845772,0.534223,0,2,2
2.09178,1.23365,1,1,1
-2.14651,1.05258,2,2,2
1.30698,0.314646,1,1,1
3.03924,0.598889,1,1,1
0.127884,0.484068,0,0,0
0.909031,1.40375,0,1,1
2.80446,1.10063,1,1,1
-2.24343,1.3482,2,2,2
-2.34563,0.61093,2,2,2
2.43451,0.106683,1,1,1
1.52932,1.72289,1,1,1
-1.57527,0.816192,2,2,2
1.1737,1.1492,0,1,1
1.54226,1.39425,1,1,1
2.02767,1.20167,1,1,1
1.80821,1.28883,1,1,1
-2.50335,0.66618,2,2,2
-2.49545,1.06488,2,2,2
-0.626436,0.120618,0,0,0
0.0480834,-1.61752,0,0,0
1.9066,1.16204,1,1,1
0.60526,-2.17417,0,0,0
-2.26503,1.9212,2,2,2
1.68323,0.85366,1,1,1
1.81565,-0.0410452,1,1,1
-1.91938,1.04536,2,2,2
1.67889,1.07172,1,1,1
2.24633,1.62149,1,1,1
-1.9447,0.905941,2,2,2
2.49156,1.71648,1,1,1
2.01763,1.07766,1,1,1
-1.8468,1.09179,2,2,2
-0.355092,-1.75003,0,0,0
-1.91387,0.646078,2,2,2
1.76299,0.908995,1,1,1
-1.9512,0.697795,2,2,2
0.865425,-0.0698751,1,0,0
-1.32564,0.800084,2,2,2
2.78447,1.04457,1,1,1
0.920832,-0.677209,0,0,0
1.51007,-0.499505,0,0,0
-0.12167,0.884437,0,0,0
-1.89197,1.72066,2,2,2
1.46966,0.279755,0,1,1
-1.97358,2.2758,2,2,2
-1.2126,1.50776,2,2,2
-0.807106,-0.913115,0,0,0
-0.704531,0.647471,0,2,2
2.3314,0.909929,1,1,1
2.83128,1.72911,1,1,1
-2.50072,0.874273,2,2,2
0.909115,0.420418,0,1,1
-2.0228,1.14528,2,2,2
-1.40719,0.84909,2,2,2
-1.95313,0.606313,2,2,2
-1.12405,1.45597,2,2,2
0.24978,-0.393279,0,0,0
-2.39597,0.793981,2,2,2
-2.74948,1.6746,2,2,2
1.32971,0.553429,1,1,1
-2.40674,0.753343,2,2,2
1.02105,-0.647946,0,0,0
1.78755,1.04184,1,1,1
0.53459,-0.563877,0,0,0
1.79539,1.00039,1,1,1
1.92337,-0.163324,1,1,1
-2.67209,0.736892,2,2,2
-0.00568285,0.279646,0,0,0
-2.40517,0.785826,2,2,2
2.2427,1.1278,0,1,1
-2.30735,-0.170656,2,2,2
-1.95832,-0.615016,0,2,2
-1.88093,0.295354,2,2,2
0.77396,0.141337,0,0,0
2.00908,0.664257,1,1,1
-2.39463,1.35004,2,2,2
0.164374,0.876312,0,0,0
-3.1051,0.399196,2,2,2
0.279263,-1.12128,0,0,0
1.82927,0.245148,1,1,1
1.49933,1.15809,1,1,1
-1.84448,1.12113,2,2,2
1.22678,1.64482,1,1,1
2.32867,1.32503,1,1,1
2.69323,1.04419,1,1,1
0.265734,0.270256,0,0,0
-2.29591,0.725014,2,2,2
3.03244,1.72004,1,1,1
2.81622,1.79827,1,1,1
0.474597,0.551042,0,0,0
-0.45289,0.686606,0,0,0
-1.79896,0.848129,2,2,2
2.17005,0.0188547,1,1,1
-1.33945,0.776713,2,2,2
-1.61237,0.647183,2,2,2
0.239187,1.30978,0,1,1
-1.36143,0.857374,2,2,2
-2.5651,1.21712,2,2,2
-0.648952,-0.199166,0,0,0
1.92052,1.41496,1,1,1
1.32078,1.62879,1,1,1
-1.22788,1.94452,2,2,2
1.14282,0.517101,0,1,1
-2.59465,1.14291,2,2,2
1.80682,1.26079,1,1,1
-2.40909,0.978725,2,2,2
-2.70987,1.16744,2,2,2
0.147134,2.40243,0,1,1
-0.190374,1.18467,0,0,0
-0.79943,0.832296,0,2,2
-2.21183,1.19861,2,2,2
-2.17401,0.412117,0,2,2
-1.19391,1.38677,0,2,2
-3.08817,1.8983,2,2,2
-1.04561,0.533633,0,2,2
1.98757,0.190104,1,1,1
-1.21525,0.743419,2,2,2
-1.20163,0.797085,2,2,2
-2.48946,0.914879,2,2,2
-1.71648,0.945241,2,2,2
2.56218,1.95783,1,1,1
-1.29065,0.203106,0,2,2
2.31135,0.647206,1,1,1
-1.88866,-0.284351,2,2,2
-1.96588,2.49509,2,2,2
1.85336,1.2436,1,1,1
-0.367303,0.350378,0,0,0
2.9162,0.61967,1,1,1
1.88565,2.41351,1,1,1
1.35741,0.316993,1,1,1
-1.89374,1.18047,0,2,2
-0.87105,-0.679499,0,0,0
-2.70219,0.765341,2,2,2
1.19885,-1.26793,0,0,0
-1.09005,-0.00501119,0,0,0
0.86085,1.21784,0,1,1
-0.78297,-0.802729,0,0,0
-2.10712,0.450487,2,2,2
-1.57523,0.47978,2,2,2
-0.336054,-0.741933,0,0,0
-1.43885,0.328402,2,2,2
-0.911074,1.6285,2,2,2
1.41627,0.738034,1,1,1
-1.13857,1.81231,2,2,2
1.92268,0.755112,1,1,1
1.66092,0.99649,1,1,1
-1.3331,1.08031,2,2,2
-0.780682,-0.650007,0,0,0
-0.43112,-2.48173,0,0,0
-1.87935,1.77639,2,2,2
1.18426,-0.0403273,1,1,1
1.69666,1.2944,1,1,1
-0.294661,1.55776,0,2,2
-1.40667,0.552856,2,2,2
1.5797,1.16436,1,1,1
-0.188586,-0.591338,0,0,0
2.85682,1.29477,1,1,1
0.0473276,0.527113,0,0,0
1.83979,1.21829,1,1,1
2.1275,1.20943,1,1,1
-2.01486,1.22299,2,2,2
1.79909,0.776096,1,1,1
-1.62557,1.02055,2,2,2
2.3531,0.275827,1,1,1
-1.63211,0.293905,2,2,2
2.60921,1.29965,1,1,1
-1.57453,0.663601,2,2,2
-1.70486,0.302233,0,2,2
-0.2334,1.45598,0,2,2
-2.04365,1.46805,2,2,2
0.956331,1.60293,1,1,1
-2.22119,0.733825,2,2,2
-2.01123,0.985521,2,2,2
1.08029,1.49001,1,1,1
1.29055,-0.187645,0,0,0
